video_id,video_title,views,likes,year,duration_hms,publish_date,link,comments,comment_count,language_detected
jysfHFHNjYQ,Epic minecraft apartment complex!,593689,23299.0,2013,0:0:53,20130127,https://www.youtube.com/watch?v=jysfHFHNjYQ,True,2300,en
atCPtw4dg7g,Emerald tool mod! (minecraft),589176,26098.0,2013,0:0:49,20130123,https://www.youtube.com/watch?v=atCPtw4dg7g,True,2400,en
p-KVD5rA_Cw,Why Google Does Not Care What We Think....,487668,7739.0,2013,0:2:59,20131117,https://www.youtube.com/watch?v=p-KVD5rA_Cw,True,771,en
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,467468,18187.0,2013,0:4:32,20130310,https://www.youtube.com/watch?v=XKSJRulqDNA,True,1900,en
pl4xmh3RWfE,Amazing minecraft Cathedral!,455469,14665.0,2013,0:0:58,20130421,https://www.youtube.com/watch?v=pl4xmh3RWfE,True,1300,en
clcN3OA8SNw,Best Minecraft Castle Ever?,432812,20095.0,2013,0:3:42,20130127,https://www.youtube.com/watch?v=clcN3OA8SNw,True,2300,en
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),402861,11810.0,2013,0:2:33,20130411,https://www.youtube.com/watch?v=uUIlb2rpIuY,True,1100,en
C82suucz4i4,Black ops 2 Gameplay w/ commentary. Hipsters,381344,12417.0,2013,0:4:20,20130703,https://www.youtube.com/watch?v=C82suucz4i4,True,900,en
yyssjJEJMt4,"Minecraft, How To Grief Without Being Seen!",365900,18162.0,2013,0:1:2,20130814,https://www.youtube.com/watch?v=yyssjJEJMt4,True,1400,en
Jl0-6tbNGBo,Pokemon online battle #2 [uu] Herracross w/ Dat MOXIE BOOST,325567,,2013,0:2:49,20130326,https://www.youtube.com/watch?v=Jl0-6tbNGBo,True,1200,en
X-g9aT2wFjM,Channel Trailer....,293118,10328.0,2013,0:0:48,20130706,https://www.youtube.com/watch?v=X-g9aT2wFjM,True,906,it
IaR7P4-wFK8,50k Video Views!!!! EpicSauce!,290045,9356.0,2013,0:1:42,20130908,https://www.youtube.com/watch?v=IaR7P4-wFK8,True,827,en
pHKlrJeKmjA,Black ops 2 Shotgun gameplay w/ commentary....  Ps4 or Xbox?,269444,6913.0,2013,0:6:2,20130706,https://www.youtube.com/watch?v=pHKlrJeKmjA,True,815,en
PNsF1Uh5yP8,Project Zomboid Lets Play ep [01] Roughing it out!,267246,9348.0,2013,0:19:53,20130615,https://www.youtube.com/watch?v=PNsF1Uh5yP8,True,921,en
QicO1Gd0kvU,Pokemon online battle #4 [uu] Same old team,267138,,2013,0:4:39,20130328,https://www.youtube.com/watch?v=QicO1Gd0kvU,True,1000,en
pUwUAtmBKxw,Insane Black Ops 2 HACKER!!!!,262485,6997.0,2013,0:5:59,20130730,https://www.youtube.com/watch?v=pUwUAtmBKxw,True,695,pl
7Yi-ctyTNU4,Online pokemon battle #7 [uu] 5-0,257056,10492.0,2013,0:4:21,20130404,https://www.youtube.com/watch?v=7Yi-ctyTNU4,True,956,en
9Y2sAtN5yRs,Gunpowder plus mod! (Grenade mod) Epic explosions for minecraft.,236341,8342.0,2013,0:2:37,20130421,https://www.youtube.com/watch?v=9Y2sAtN5yRs,True,847,en
-z349CGAOXs,Horse racing map for new update! (minecraft),231230,8232.0,2013,0:1:28,20130421,https://www.youtube.com/watch?v=-z349CGAOXs,True,936,en
7dIFHQkrASM,This is a detailed break down of my favorite UU team... ENJOY!,224673,8986.0,2013,0:9:24,20130329,https://www.youtube.com/watch?v=7dIFHQkrASM,True,1000,en
yFfcsmK2TOA,Online pokemon battle #3 [uu] Ice punch,221782,,2013,0:3:25,20130327,https://www.youtube.com/watch?v=yFfcsmK2TOA,True,1400,en
KL1X8NsVGd0,Top 10 Worst Guns in Call Of Duty History!,219922,7600.0,2013,0:4:19,20130725,https://www.youtube.com/watch?v=KL1X8NsVGd0,True,684,en
VN2-3OfUzd8,Magic karp sweeps whole team of LEGENDARIES!!!,210752,8091.0,2013,0:3:35,20130401,https://www.youtube.com/watch?v=VN2-3OfUzd8,True,943,en
-2IFrMOM36w,Pokemon online battles #5 [uu] Heracross never seems to dissapoint me...,209871,9146.0,2013,0:4:28,20130331,https://www.youtube.com/watch?v=-2IFrMOM36w,True,1200,en
j93M46a-W3U,I'm Back! Update Video....,209224,7036.0,2013,0:3:23,20130719,https://www.youtube.com/watch?v=j93M46a-W3U,True,755,en
Ros1PpcO5Js,Pokemon online battle #9 [rb] Hidden power ice ftw!,208146,8016.0,2013,0:5:18,20130407,https://www.youtube.com/watch?v=Ros1PpcO5Js,True,818,en
KYv1nqutbK0,Pokemon online battle #8 Stone edge,202304,9108.0,2013,0:5:26,20130405,https://www.youtube.com/watch?v=KYv1nqutbK0,True,1600,en
Wz1VHTZq16c,Minecraft Let's Play Ep. # 2 - Having Fun and Derping!,202045,7579.0,2013,0:14:57,20130812,https://www.youtube.com/watch?v=Wz1VHTZq16c,True,851,en
-hrPQFaDVKQ,Channel Update.,200889,4911.0,2013,0:2:42,20130816,https://www.youtube.com/watch?v=-hrPQFaDVKQ,True,436,en
ctJORnOjbrQ,These Were The Good Days....,197948,4860.0,2013,0:0:51,20130905,https://www.youtube.com/watch?v=ctJORnOjbrQ,True,453,en
ObYLL97-SBA,How To Duplicate Diamonds!!!!,192806,6720.0,2013,0:0:37,20130915,https://www.youtube.com/watch?v=ObYLL97-SBA,True,599,en
RRknlgRqOds,Black ops 2 Invisible equipment and scorestreak glitch!,190722,5766.0,2013,0:2:26,20130721,https://www.youtube.com/watch?v=RRknlgRqOds,True,616,en
Q5lcjP6XlHw,203 Kill Game! Thanks For 300 Subscribers!,175554,6316.0,2013,0:4:26,20130801,https://www.youtube.com/watch?v=Q5lcjP6XlHw,True,1000,en
OJA1QK-j-Oo,I Bought A New Microphone!  (quality test),173320,5387.0,2013,0:2:55,20130727,https://www.youtube.com/watch?v=OJA1QK-j-Oo,True,590,en
bWDmDsdvoBs,Career Ender ....  LOL,163138,4436.0,2013,0:0:26,20130728,https://www.youtube.com/watch?v=bWDmDsdvoBs,True,533,nl
H_DYlka7QAQ,Project Zomboid Let's Play ep [04] lots of stuff,158194,6064.0,2013,0:15:44,20130618,https://www.youtube.com/watch?v=H_DYlka7QAQ,True,924,en
7anhkLPRk-A,Google+ The Death Of Youtube?????,156556,3600.0,2013,0:2:43,20131113,https://www.youtube.com/watch?v=7anhkLPRk-A,True,412,en
q2HoSwCMcZw,Black ops 2 Patch news!,155488,5235.0,2013,0:3:52,20130724,https://www.youtube.com/watch?v=q2HoSwCMcZw,True,823,en
2bwPntvb90U,Buried Round 50 Gameplay! Black ops 2 Zombies.,155143,4707.0,2013,0:1:22,20130812,https://www.youtube.com/watch?v=2bwPntvb90U,True,466,de
MC-7ziNt_U4,Project Zomboid let's play ep. [02] Just some chores.,152044,6134.0,2013,0:14:20,20130615,https://www.youtube.com/watch?v=MC-7ziNt_U4,True,1000,en
ov0KQthQ50U,Project Zomboid Let's Play ep. [03] Looting and storing.,151716,5853.0,2013,0:24:34,20130617,https://www.youtube.com/watch?v=ov0KQthQ50U,True,1000,en
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,141833,3895.0,2013,0:2:29,20130816,https://www.youtube.com/watch?v=bIZ5_L1ru2w,True,444,en
p5rGgPZtjDw,Top Subscribed To Channels? BO2 w/ commentary!,135545,4823.0,2013,0:5:38,20130728,https://www.youtube.com/watch?v=p5rGgPZtjDw,True,814,en
sE3ZZmYotSs,Call of Duty Ghost Multiplier Reveal Trailer Release Date!,132912,4333.0,2013,0:3:50,20130730,https://www.youtube.com/watch?v=sE3ZZmYotSs,True,602,en
QXag-irFHxE,Most Overpowered Guns In Ghost!,130313,3918.0,2013,0:2:39,20131111,https://www.youtube.com/watch?v=QXag-irFHxE,True,373,en
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",123572,3434.0,2013,0:1:39,20131117,https://www.youtube.com/watch?v=dPxAFqs2eYE,True,340,en
90wWStXJX5c,"Battle pirates, Lvl 58 Mercury Base Attack!",121722,2614.0,2013,0:1:15,20131205,https://www.youtube.com/watch?v=90wWStXJX5c,True,363,en
v3tbnlc5cfo,Battle Pirates!,120371,4130.0,2013,0:3:35,20130921,https://www.youtube.com/watch?v=v3tbnlc5cfo,True,741,en
vBEGODNmdas,Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),116490,3084.0,2013,0:0:15,20131031,https://www.youtube.com/watch?v=vBEGODNmdas,True,326,en
mVkT6Cd9SoI,Camping Montage.... LOL,113294,3698.0,2013,0:3:19,20130805,https://www.youtube.com/watch?v=mVkT6Cd9SoI,True,538,en
jkqd-oc0F00,"How To Get A Gaming Partnership, And What It Is.",110763,3874.0,2013,0:6:49,20130808,https://www.youtube.com/watch?v=jkqd-oc0F00,True,660,en
OOesLeO6-pc,Randomness,110133,4463.0,2013,0:5:18,20130802,https://www.youtube.com/watch?v=OOesLeO6-pc,True,879,en
rffyxTTNkyk,Black Ops 2! Mini Update Video.,110008,4277.0,2013,0:3:54,20130805,https://www.youtube.com/watch?v=rffyxTTNkyk,True,872,it
JdCgkcb1iwQ,My First Kem Strike!,97201,3383.0,2013,0:4:29,20131116,https://www.youtube.com/watch?v=JdCgkcb1iwQ,True,709,en
WYKZz3Zygdc,Hellstrikes vs 7 halos!,96342,2133.0,2013,0:1:35,20131227,https://www.youtube.com/watch?v=WYKZz3Zygdc,True,407,en
hHl_YMivv3c,"Battle Pirates, my base.",92170,2083.0,2013,0:2:55,20131231,https://www.youtube.com/watch?v=hHl_YMivv3c,True,338,en
pP1KMQb51GA,OpTiC NaDeShOt Got Hack!!,88457,2419.0,2013,0:2:44,20131127,https://www.youtube.com/watch?v=pP1KMQb51GA,True,497,en
Ms9MGkEm4mg,"Battle Pirates, All Sentinel Base.",85840,2253.0,2013,0:1:11,20131205,https://www.youtube.com/watch?v=Ms9MGkEm4mg,True,348,en
ruSVy-u2DzM,"Battle Pirates, Stingray vs Mercury Epic Battle!",84053,2507.0,2013,0:1:6,20131205,https://www.youtube.com/watch?v=ruSVy-u2DzM,True,482,en
sfp0a6zDoNQ,"Battle Pirates, lvl 66 vs Missile Cruiser x Fleet!",81960,2078.0,2013,0:1:24,20131217,https://www.youtube.com/watch?v=sfp0a6zDoNQ,True,305,fr
5U2fmvh9_Is,"Battle Pirates, Hellstrike vs Epic Base!",81002,2072.0,2013,0:0:58,20131224,https://www.youtube.com/watch?v=5U2fmvh9_Is,True,377,en
7mLSbgyjM0g,"Battle Pirates, Hellstrike Base attack.",80726,2035.0,2013,0:2:52,20131229,https://www.youtube.com/watch?v=7mLSbgyjM0g,True,327,fi
xvIpibLjs5k,"Battle Pirates, Another Hellstrike Fail.",80535,2105.0,2013,0:0:57,20131218,https://www.youtube.com/watch?v=xvIpibLjs5k,True,363,en
jlpAON0ePME,Battle pirates Hellstrike fail!,80352,2092.0,2013,0:0:46,20131218,https://www.youtube.com/watch?v=jlpAON0ePME,True,348,fr
RaDRWNz3Al4,"Battle Pirates, Hellstrike Too Overpowered????",79818,2140.0,2013,0:2:40,20131214,https://www.youtube.com/watch?v=RaDRWNz3Al4,True,318,en
A4lp4FRCo6o,"Battle pirates, How To Auto Lvl 40 Salvages.",68319,2109.0,2013,0:1:18,20131229,https://www.youtube.com/watch?v=A4lp4FRCo6o,True,442,en
TGKkMl17Htg,"Battle Pirates, Unstoppable Ship!",64743,2371.0,2013,0:2:13,20131229,https://www.youtube.com/watch?v=TGKkMl17Htg,True,728,en
KcNCJ1mgt14,"Marauder Builds, Battle Pirates In Depth Builds.",64636,2350.0,2013,0:3:6,20131229,https://www.youtube.com/watch?v=KcNCJ1mgt14,True,693,de
Qw3eFnsSdlQ,Best Hellstrike Build???? (Battle Pirates),64593,2065.0,2013,0:1:36,20131229,https://www.youtube.com/watch?v=Qw3eFnsSdlQ,True,518,en
cRPldarzw-M,1k Subs,17609857,1275267.0,2014,0:3:15,20140413,https://www.youtube.com/watch?v=cRPldarzw-M,True,89000,en
2IGxSOfsBok,I Hate Pewdiepie!!!!!,3052568,224646.0,2014,0:2:6,20140201,https://www.youtube.com/watch?v=2IGxSOfsBok,True,14000,de
A8IkOqb_7Yg,How Much Money Does Pewdiepie Make????? (Updated 2015),2078814,30034.0,2014,0:4:9,20140111,https://www.youtube.com/watch?v=A8IkOqb_7Yg,True,2100,en
tusuuI7MEJU,Should I join FaZe?????,961776,18752.0,2014,0:3:30,20140404,https://www.youtube.com/watch?v=tusuuI7MEJU,True,1700,en
zX04jQFKCpo,How Much Money Does CaptainSparkles Make????? 2016,849568,7868.0,2014,0:3:3,20140515,https://www.youtube.com/watch?v=zX04jQFKCpo,True,599,en
TZPlDuYrcDQ,Minecraft Mansion Timelapse,633554,19917.0,2014,0:5:2,20140222,https://www.youtube.com/watch?v=TZPlDuYrcDQ,True,2300,en
67Wj-0OyKOM,Youtube ad.,578036,10542.0,2014,0:0:38,20140420,https://www.youtube.com/watch?v=67Wj-0OyKOM,True,435,en
iOjxpow6jow,How Many Youtubers Are Millionaries?????,537549,9256.0,2014,0:3:53,20140226,https://www.youtube.com/watch?v=iOjxpow6jow,True,1800,en
BtCGABBPH9s,Two Years of Youtube.,504744,10307.0,2014,0:4:30,20140331,https://www.youtube.com/watch?v=BtCGABBPH9s,True,1000,en
ZxkLCq49Tvk,Does Spam Work?????,504250,7643.0,2014,0:4:14,20140120,https://www.youtube.com/watch?v=ZxkLCq49Tvk,True,765,en
smDPnIdlkhM,100th VIDEO SPECIAL!,484813,14918.0,2014,0:4:43,20140120,https://www.youtube.com/watch?v=smDPnIdlkhM,True,1600,en
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,452621,6114.0,2014,0:3:26,20140524,https://www.youtube.com/watch?v=anZbhN0Wh_4,True,457,de
LDegY-H60_U,How much money does VanossGaming Make? 2016,371316,4893.0,2014,0:3:19,20141102,https://www.youtube.com/watch?v=LDegY-H60_U,True,291,en
VzsE09KjpKA,How Much Does WhiteBoy7thSt Make????? 2016,347630,3026.0,2014,0:3:26,20140711,https://www.youtube.com/watch?v=VzsE09KjpKA,True,230,en
bA20RJcegOI,1500,338651,9416.0,2014,0:2:22,20140808,https://www.youtube.com/watch?v=bA20RJcegOI,True,1600,en
0dg2eR2NSQ0,Best League Player In The Universe.,330564,17090.0,2014,0:3:0,20141123,https://www.youtube.com/watch?v=0dg2eR2NSQ0,True,940,en
moMJjt5KECc,Money Problems,317376,5411.0,2014,0:4:2,20140820,https://www.youtube.com/watch?v=moMJjt5KECc,True,418,en
-rdYtmUejSE,Yup I is the best at the game.,305318,5518.0,2014,0:6:56,20140405,https://www.youtube.com/watch?v=-rdYtmUejSE,True,563,en
e14MroQ5k_s,Storm,283779,8075.0,2014,0:3:0,20140430,https://www.youtube.com/watch?v=e14MroQ5k_s,True,914,en
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,249727,5967.0,2014,0:4:23,20140531,https://www.youtube.com/watch?v=x4IXCimma-s,True,924,en
D51HaR-XvgM,Opening Old Basketball Cards! Ep. #1 (Michael Jordan Found),212862,4277.0,2014,0:4:27,20141021,https://www.youtube.com/watch?v=D51HaR-XvgM,True,331,en
Rio7r_vLUEo,20 Best Websites?????,211920,3724.0,2014,0:6:44,20140829,https://www.youtube.com/watch?v=Rio7r_vLUEo,True,469,en
KJ_C_NSl0P8,"How Much Money Does ""Element Animation"" Make?????",207344,3915.0,2014,0:3:29,20140330,https://www.youtube.com/watch?v=KJ_C_NSl0P8,True,422,en
X_qd-1xSTFA,Pewdiepie Was On T.V.,169344,3566.0,2014,0:2:28,20141207,https://www.youtube.com/watch?v=X_qd-1xSTFA,True,408,de
Kgu2ApayYvI,How Much Money Do I Make?????,163930,5042.0,2014,0:4:9,20140316,https://www.youtube.com/watch?v=Kgu2ApayYvI,True,670,en
DjMYkWCEan8,The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,147335,3815.0,2014,0:25:18,20140118,https://www.youtube.com/watch?v=DjMYkWCEan8,True,409,en
Oub4nMrNTqQ,Top 5 NON-COPYRIGHTED Songs!!!!!,135204,3581.0,2014,0:3:24,20140217,https://www.youtube.com/watch?v=Oub4nMrNTqQ,True,627,en
LYK6SPMtJ_Y,Youtube Grind,129391,3069.0,2014,0:3:20,20140628,https://www.youtube.com/watch?v=LYK6SPMtJ_Y,True,230,en
GdD2pqAdjXY,"Flappy Bird - Builders Showdown, Which is Better?",127180,3353.0,2014,0:1:24,20140223,https://www.youtube.com/watch?v=GdD2pqAdjXY,True,433,en
h5Z36IuyrKc,Vanoss vs Speedy! Which is better?,123861,2807.0,2014,0:3:6,20140216,https://www.youtube.com/watch?v=h5Z36IuyrKc,True,925,en
lrw3zkGS9Vc,Subscribers.,121093,3308.0,2014,0:2:59,20140308,https://www.youtube.com/watch?v=lrw3zkGS9Vc,True,1100,en
3nn_skHgkqI,Has Youtube Met Its Match?????,118881,2436.0,2014,0:2:44,20140112,https://www.youtube.com/watch?v=3nn_skHgkqI,True,287,en
pV7UcYW1OwA,Computer vs Console My Perspective.,117812,2472.0,2014,0:3:25,20140602,https://www.youtube.com/watch?v=pV7UcYW1OwA,True,353,en
udmf5MQLNGA,How Much Money Did Gangnam Style Earn??? 2016,114462,2090.0,2014,0:2:24,20141126,https://www.youtube.com/watch?v=udmf5MQLNGA,True,245,en
VWa0ImMY2bQ,Five Facts You Didn't Know About Youtube.,112314,2228.0,2014,0:4:20,20141201,https://www.youtube.com/watch?v=VWa0ImMY2bQ,True,243,en
IQYW_lVBYGo,How Much Money Does KyR's Speedy's Crew Make?????,106711,2061.0,2014,0:2:53,20140302,https://www.youtube.com/watch?v=IQYW_lVBYGo,True,310,en
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,102636,3249.0,2014,0:2:54,20140516,https://www.youtube.com/watch?v=BqS4iVHa-LU,True,367,en
dg6iqLCPizs,Motivation,102212,3363.0,2014,0:2:53,20140417,https://www.youtube.com/watch?v=dg6iqLCPizs,True,283,en
XDe5f8BEvwY,"Youtube Networks Requirerments. (Machinima, TGN, 8byte....)",97542,1426.0,2014,0:4:45,20140401,https://www.youtube.com/watch?v=XDe5f8BEvwY,True,191,en
LMe7k8I082w,Should College Athletes Be Paid?????,96073,2026.0,2014,0:4:35,20140329,https://www.youtube.com/watch?v=LMe7k8I082w,True,303,en
LWstCINhd8g,Impossible,93337,2809.0,2014,0:3:53,20140420,https://www.youtube.com/watch?v=LWstCINhd8g,True,347,en
nmHCmLVLxcU,New COD Zombies In 2014?????,89865,2286.0,2014,0:2:31,20140223,https://www.youtube.com/watch?v=nmHCmLVLxcU,True,363,es
B_7uD3B62MM,Welcome To My Channel!,89695,2069.0,2014,0:0:28,20140818,https://www.youtube.com/watch?v=B_7uD3B62MM,True,188,en
HuLAAXZXIy0,This Kid Should Quit COD....,87771,1734.0,2014,0:1:17,20140602,https://www.youtube.com/watch?v=HuLAAXZXIy0,True,211,en
CuzdxsOXEZ8,Hearthstone - All Beards Challenge!,87555,1772.0,2014,0:23:52,20140424,https://www.youtube.com/watch?v=CuzdxsOXEZ8,True,259,en
EMVvA5Cr0fY,COD IS NOT DEAD,85890,2368.0,2014,0:3:21,20140508,https://www.youtube.com/watch?v=EMVvA5Cr0fY,True,311,en
LI8nWXeYtOs,"How Much Money Does ""Skydoesminecraft"" Make????",83975,1710.0,2014,0:2:47,20140330,https://www.youtube.com/watch?v=LI8nWXeYtOs,True,391,en
460GXJiGCEs,Youtube Dream,83424,2397.0,2014,0:4:30,20140708,https://www.youtube.com/watch?v=460GXJiGCEs,True,612,en
8E5Ygl02wtM,"How Much Money Does ""Chris Smooth"" Make?????",81605,1370.0,2014,0:4:2,20140821,https://www.youtube.com/watch?v=8E5Ygl02wtM,True,188,en
fEcASr38n2E,Milestones And Plans For My Channel,80983,1829.0,2014,0:3:0,20141130,https://www.youtube.com/watch?v=fEcASr38n2E,True,286,en
NCv0drAPm_M,Minecraft Build-off Fun!!!!!,80395,2088.0,2014,0:3:32,20140609,https://www.youtube.com/watch?v=NCv0drAPm_M,True,216,en
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,79563,1551.0,2014,0:2:21,20140514,https://www.youtube.com/watch?v=G7Y9ban7b0U,True,232,en
S9PIukDRcvk,Update,76233,2018.0,2014,0:4:21,20140313,https://www.youtube.com/watch?v=S9PIukDRcvk,True,357,en
vKKhX-Uyggw,How Much Money Does FaZe Rain Make?????,74855,1498.0,2014,0:3:35,20140618,https://www.youtube.com/watch?v=vKKhX-Uyggw,True,172,en
h77pHTSPSiw,"""Beast"" Channel Trailer",74523,1914.0,2014,0:2:0,20140328,https://www.youtube.com/watch?v=h77pHTSPSiw,True,235,en
gpbY6zCEBv4,How Video Games Boosted My SAT Score. Lol,67701,1819.0,2014,0:2:57,20140326,https://www.youtube.com/watch?v=gpbY6zCEBv4,True,238,en
JUiijjJOInw,What It Takes To Be A Full Time Youtuber...,65356,1975.0,2014,0:4:41,20140327,https://www.youtube.com/watch?v=JUiijjJOInw,True,471,en
ZiuoOcj2eLY,In Dis Video I Play Minecraft. (Factions),63795,1772.0,2014,0:8:49,20140705,https://www.youtube.com/watch?v=ZiuoOcj2eLY,True,206,en
3Q3pQmzWyZM,I Got Really Really Really Bored....,63649,1844.0,2014,0:0:51,20140524,https://www.youtube.com/watch?v=3Q3pQmzWyZM,True,367,en
NbHwVDt9Rjk,How Much Money Does Yogscast Make????? 2016,63314,1166.0,2014,0:3:45,20140713,https://www.youtube.com/watch?v=NbHwVDt9Rjk,True,177,en
6BNOWeYFyP8,MageCraft - Beginners tutorial. (The app),63068,1395.0,2014,0:8:46,20141117,https://www.youtube.com/watch?v=6BNOWeYFyP8,True,228,en
Xe0AGtF5aNU,Fun In COD. - Insane Reactions Lol,62373,1887.0,2014,0:3:48,20140610,https://www.youtube.com/watch?v=Xe0AGtF5aNU,True,441,fr
2ljWxaMvE_0,Hacker in Ghost???? I Couldn't Kill Him.,62369,1797.0,2014,0:0:35,20140622,https://www.youtube.com/watch?v=2ljWxaMvE_0,True,426,en
EAwXH82m-6A,G2g Brb,62344,1919.0,2014,0:2:59,20140616,https://www.youtube.com/watch?v=EAwXH82m-6A,True,454,en
qFOGv5zuTdw,How Much Money Does FaZe Make?????,62330,1746.0,2014,0:3:18,20140709,https://www.youtube.com/watch?v=qFOGv5zuTdw,True,306,en
OffgqPzDi7Q,Vanoss vs Speedy! Who is better? Updated.,62327,1642.0,2014,0:3:44,20140820,https://www.youtube.com/watch?v=OffgqPzDi7Q,True,367,en
u6t4jrhs56Q,"Top Youtube ""ShoutOuts""",62317,2037.0,2014,0:6:5,20140709,https://www.youtube.com/watch?v=u6t4jrhs56Q,True,375,en
rSuuQ_s8gOw,How Much Money Does Tmartn Make?????,62315,1832.0,2014,0:2:37,20140621,https://www.youtube.com/watch?v=rSuuQ_s8gOw,True,383,en
HduubRTdko4,"How Much Does ""Epic Rap Battles"" Make?????",62311,1626.0,2014,0:3:19,20140710,https://www.youtube.com/watch?v=HduubRTdko4,True,246,en
U_07AG_CR5A,Crazy Nub Tub Reactions! Bo2 Fun!,62310,1832.0,2014,0:3:40,20140613,https://www.youtube.com/watch?v=U_07AG_CR5A,True,402,pl
8TFq_vvO_Wg,MrBeast6000's First Video (So Bad lol),14208830,533309.0,2015,0:3:7,20151119,https://www.youtube.com/watch?v=8TFq_vvO_Wg,True,34000,en
ttLYXcza4j4,MrBeast’s Outro Song,8747495,388430.0,2015,0:2:10,20150905,https://www.youtube.com/watch?v=ttLYXcza4j4,True,18000,pt
hD_Af6W2qug,Dear Razer Can I Have My 70$ Back?????,7615903,348381.0,2015,0:2:58,20151129,https://www.youtube.com/watch?v=hD_Af6W2qug,True,24000,en
bEIK5ni_Pzs,How Many People Get The Diamond Play Button?????,1824653,18563.0,2015,0:3:56,20150725,https://www.youtube.com/watch?v=bEIK5ni_Pzs,True,2700,en
TRiF8PdrIP8,MrBeast6000's Channel Trailer,1675487,126663.0,2015,0:1:54,20151008,https://www.youtube.com/watch?v=TRiF8PdrIP8,True,12000,en
0tZCQ25fsoI,Youtube In 10 Years?????,1567981,109984.0,2015,0:3:6,20150630,https://www.youtube.com/watch?v=0tZCQ25fsoI,True,11000,en
mY77HA20MzA,Bronze And Platinum Play Buttons?????,1540123,32660.0,2015,0:4:22,20150913,https://www.youtube.com/watch?v=mY77HA20MzA,True,2600,de
T-v4b3WtPAg,BO3,1508705,37267.0,2015,0:3:40,20150818,https://www.youtube.com/watch?v=T-v4b3WtPAg,True,2500,en
2LIJtcI4dbg,Stupid Things People Search On Google,1380320,72173.0,2015,0:5:16,20150925,https://www.youtube.com/watch?v=2LIJtcI4dbg,True,4000,en
